trade_date,ts_code,industry,open,high,low,close,pre_close,change,pct_chg,volume,vol,amount,turnover,adj_factor,adj_close,pe_ttm,pb,turnover_rate,total_mv,circ_mv,cpi_yoy,ppi_yoy,pmi,lpr_1y,real_rate_proxy,market_ret,benchmark_return,csi500_ret_20d,market_volatility,market_turnover,market_liquidity_change,north_net_flow,main_net_inflow,roe_growth,revenue_growth,profit_ratio,debt_ratio,goodwill_risk,momentum_5d,momentum_10d,momentum_20d,rsi_6,rsi_14,price_vs_ma20,bias_20d,bias_60d,volume_ratio,ret_1d,ret_3d,ret_5d,ret_10d,ret_20d,volatility_20d,volatility_60d,amplitude,amplitude_20d_avg,turnover_20d_avg,clv_20d_avg,upside_volume_ratio_20d,winner_rate,trapped_ratio,chip_support,dist_to_resistance,asr,avg_cost_deviation,cost_pressure,chip_concentration_change,vol_price_divergence,pe_rank,pb_rank,pe,ps_ttm,fwd_return_5d,fwd_ret_5d,daily_return,market_ret_5d,max_dd_10d,crash_label
2024-10-15,CN0001,Consumer Staples,39.711280557762,39.86402008987664,39.549189933503804,39.77940540028357,39.77940540028357,0.0,0.0,14917029.33755595,14917029.33755595,593390557.3865616,593390557.3865616,1.0,39.77940540028357,18.61179090869928,2.793509319097389,4.69726559558524,1012796.5802882179,729213.5378075169,2.0900223429118356,0.1597722178018749,49.86333761768802,2.2,0.10997765708816454,0.0,0.0,0.0,28.188406393884176,2794506843.4290204,0.0,1154341.4013552787,627595.5305811685,7.448735406421363,11.839296970464952,12.575093420036945,13.392114790054677,0.07698064872513648,,,,50.0,50.0,,,,,,,,,,,,0.7914400761017685,,,,,0.5,,0.5,,,,0.0,,,0.53,0.726,18.61179090869928,3.3839619833998693,-0.01570534204603835,-0.01570534204603835,-0.030115124246018254,0.0,0.10291127693612785,0
2024-10-16,CN0001,Consumer Staples,39.070037330049516,39.56108486677533,37.20227282167515,38.581443664221304,39.77940540028357,-1.1979617360622683,-3.0115124246018254,19235031.041388676,19235031.041388676,742115266.5028852,742115266.5028852,1.0,38.581443664221304,17.857203660294708,2.77215013698644,5.828935491806011,982296.0854368957,707253.1815145649,2.185409032259604,0.3493879318139738,50.95367870127334,2.2205184537802976,0.03510942152069374,0.0028372061343616517,0.0028372061343616517,0.0,28.188406393884176,2889996572.316513,3.417051173520158,272600.24802309036,13637.822469391882,7.26787250476889,7.530572892441038,11.244830694053718,13.392114790054677,0.07698064872513648,,,,50.0,50.0,,,,,-3.0115124246018254,,,,,,,6.113851170602089,,,,,0.5,,0.5,,,,0.0,,,0.49,0.732,17.857203660294708,3.246764301871765,0.030110406527922295,0.030110406527922295,-0.0008350866208211016,0.0028372061343616517,0.0750564881564097,0
2024-10-17,CN0001,Consumer Staples,38.63452451125592,38.79790285295653,38.200290414900365,38.54922481680535,38.581443664221304,-0.0322188474159546,-0.08350866208211016,8268567.766002585,8268567.766002585,318746877.7246236,318746877.7246236,1.0,38.54922481680535,18.323563791015005,2.651963205739965,4.728646584811772,981475.7831182625,706662.5638451489,2.4871590075521213,0.5040275045089064,50.54392845095604,2.2407694181366375,-0.24638958941548372,0.012886501606571626,0.012886501606571626,0.0,28.188406393884176,3110878938.1756873,7.642997503008231,-982221.1848601729,283848.3979127361,12.71885189603784,16.326329435613964,10.484092600969618,13.392114790054677,0.07698064872513648,,,,0.0,50.0,,,,,-0.08350866208211016,,,,,,,1.5502579906500245,,,,,0.5,,0.5,,,,0.0,,,0.524,0.662,18.323563791015005,3.331557052911819,-0.01852556870583255,-0.01852556870583255,0.0161113422281971,0.015723707740933276,0.07428343463800342,0
2024-10-18,CN0001,Consumer Staples,38.10377892292463,39.75814763923181,37.44780614324504,39.17030457046061,38.54922481680535,0.621079753655259,1.61113422281971,10813256.68762688,10813256.68762688,423558557.8529149,423558557.8529149,1.0,39.17030457046061,18.594306488008364,2.6910324219470225,5.302699623962918,997288.6753487686,718047.8462511135,2.446269013418611,0.6227813506008502,51.46887992825392,2.2604888907787775,-0.18578012263983368,0.004960637898940477,0.004960637898940477,0.0,28.188406393884176,3085896424.848446,-0.8030692876107803,968466.2013236511,261243.31629278633,12.540343548665808,10.623125316538959,9.16188221721052,13.392114790054677,0.07698064872513648,,,,33.5490221325294,50.0,,,,,1.61113422281971,-1.5311964160696578,,,,,,5.898196404959946,,,,,0.5,,0.5,,,,0.0,,,0.526,0.708,18.594306488008364,3.3807829978197024,-0.025394176306126393,-0.025394176306126393,-0.006721183069657188,0.020684345639873754,0.08896148788968025,0
2024-10-21,CN0001,Consumer Staples,38.90899460284998,39.33677217229813,38.51961364942608,38.90703378254831,39.17030457046061,-0.2632707879122975,-0.6721183069657188,10359926.799499191,10359926.799499191,403074021.97284263,403074021.97284263,1.0,38.90703378254831,18.89721179675737,2.828654268842341,4.949835051543086,990585.7155884535,713221.7152236865,2.6464938931218325,0.37467512627551486,50.75311317263226,2.27941979822378,-0.36707409489805265,0.0025369141315908336,0.0025369141315908336,2.3221259771464586,7.829775860815729,3429326091.7253385,11.12900822307279,-795355.1870702085,165558.92196662506,11.249552531792876,9.071704262595313,9.673686132625852,13.392114790054677,0.07698064872513648,,,,29.371983775165333,50.0,-0.2319346240249339,-0.2319346240249339,,0.814538909810699,-0.6721183069657188,0.843903409008373,,,,,,2.100284815951688,3.290806091653103,5.101476469541805,0.2477892297157837,0.17003630400687064,0.5,,0.5,,38.99748244686383,-0.2319346240249339,1.0,0.47304097607236406,0.0012465179394604948,0.542,0.748,18.89721179675737,3.4358566903195222,-0.0253049439860783,-0.0253049439860783,0.006364464865652453,0.023221259771464588,0.08279679725193456,0
2024-10-22,CN0001,Consumer Staples,38.91863712449914,39.7294041229932,38.3712235210321,39.15465623208409,38.90703378254831,0.2476224495357826,0.6364464865652453,13015267.150943035,13015267.150943035,509608311.0639111,509608311.0639111,1.0,39.15465623208409,17.8270134218115,2.6225244013822717,4.936430250367162,996890.2635717335,717760.9897716481,2.61003403587301,0.9198015912546371,51.56588994221865,2.297315347142008,-0.3127186887310023,-0.007532180261208789,-0.007532180261208789,1.5689079510255797,10.550631386507039,3282251543.8258476,-4.288730320932988,-476745.9407195437,59862.637856129055,2.368585424414052,4.832817497405647,11.955348746116577,13.392114790054677,0.07698064872513648,-1.570534204603835,,,36.77585532428443,50.0,0.33563764557445375,0.33563764557445375,,1.0193518072034369,0.6364464865652453,1.5705410891033278,-1.570534204603835,,,27.5720251472181,,3.468758846740129,3.3204648841676074,5.073968766346032,0.23209940358031989,0.31104046957751075,0.5,,0.5,,39.02367807773387,0.33563764557445375,0.0,0.4284323218962788,0.00012316389703315406,0.498,0.666,17.8270134218115,3.241275167602091,-0.0010335934974233796,-0.0010335934974233796,0.015029895341510668,0.015689079510255798,0.08859738715981975,0
2024-10-23,CN0001,Consumer Staples,39.129655331027514,40.29798771112089,38.90785174619316,39.74314661738514,39.15465623208409,0.5884903853010499,1.5029895341510668,19630086.711107884,19630086.711107884,780161414.2715443,780161414.2715443,1.0,39.74314661738514,18.068797977872272,2.6981578969035627,5.262060877928639,1011873.4199001875,728548.8623281351,2.7720610543780393,0.9546451773376338,51.65321834677979,2.313942241685597,-0.4581188126924425,0.011696199425804125,0.011696199425804125,2.7385278936059922,11.065836368552658,2762769773.4361873,-15.826994471732158,-231264.90441883012,149534.11522577226,10.66654359692877,-0.7691769389188714,11.238884474519914,13.392114790054677,0.07698064872513648,3.0110406527922295,,,49.38557747640681,49.3855773090346,1.5761388344689333,1.5761388344689333,,1.427803392436363,1.5029895341510668,1.4624396036903242,3.0110406527922295,,,27.300159873297613,,3.497800459311473,3.3457985377595882,5.100839068000689,0.22776314213707996,0.45156886311873845,0.5,,0.5,,39.12645929768405,1.5761388344689333,0.0,0.3975122268328571,0.0064298402150617506,0.506,0.688,18.068797977872272,3.2852359959767767,-0.012720820088850116,-0.012720820088850116,-0.04800999105202819,0.024548072801698274,0.1318421735554135,0
2024-10-24,CN0001,Consumer Staples,40.59237728193345,41.43384745228033,35.68565599478049,37.83507850390504,39.74314661738514,-1.9080681134801054,-4.800999105202819,18459674.275346838,18459674.275346838,698423225.364264,698423225.364264,1.0,37.83507850390504,18.128868481306824,2.7455078991495183,6.501391029289618,963293.3860649944,693571.2379667959,2.557587334828145,0.9602635293125903,51.373188715827936,2.3290837248566136,-0.2285036099715314,-0.006428676829217548,-0.006428676829217548,2.0956602106842377,11.774697454979183,3352769719.7872486,21.355378650217773,107013.60669050111,-418636.96745592897,7.727441438777317,11.937511078544476,9.581931429049362,13.392114790054677,0.07698064872513648,-1.8525568705832551,,,39.805843893827635,29.99133396868484,-2.899928474368031,-2.899928474368031,,1.2875229993571506,-4.800999105202819,-2.755170914941596,-1.8525568705832551,,,38.0777270039631,,15.192756787610628,4.8266683189909685,5.275908063161806,0.16777530492749038,0.3788932009863713,0.5,,0.5,,38.965036698461674,-2.899928474368031,1.0,0.6169566313336758,-0.01380397662638911,0.508,0.708,18.128868481306824,3.2961579056921497,0.057904145227622106,0.057904145227622106,0.00900033671909739,0.005232894365909098,0.11866362336974073,0
2024-10-25,CN0001,Consumer Staples,37.840580976046304,38.48370222381894,37.59631215029321,38.175606950233664,37.83507850390504,0.34052844632862644,0.900033671909739,10439774.540878553,10439774.540878553,398544729.5216358,398544729.5216358,1.0,38.175606950233664,18.51123874268482,2.7643764960633295,5.035481371739629,971963.3508988586,699813.6126471781,2.7477808215315536,1.6871752097633625,51.826237250089235,2.34254240426601,-0.40523841726554366,0.016026342258925297,0.016026342258925297,3.698294436576767,13.101169985666852,3071225982.6171837,-8.39734788549481,740289.1133779328,-20721.470777593742,15.810311501641422,8.315483464258591,8.857079913714271,13.392114790054677,0.07698064872513648,-2.5394176306126393,,,45.29337013136418,34.57660781210588,-1.8049476928681867,-1.8049476928681867,,0.7508311593964655,0.900033671909739,-2.5004670607941093,-2.5394176306126393,,,36.3626668922495,,2.3244949967201447,4.5486490609608765,5.2491939863371195,0.18309080269122285,0.4307094607655303,0.5,,0.5,,38.8773222819919,-1.8049476928681867,1.0,0.5826481154467332,-0.0022426034653389164,0.528,0.712,18.51123874268482,3.36567977139724,0.07220212455426345,0.07220212455426345,-0.0066302410999556916,0.01629859872589392,0.23683683780398276,1
2024-10-28,CN0001,Consumer Staples,38.30553174291596,38.77857091303226,37.64442834048984,37.92249347201647,38.175606950233664,-0.25311347821719465,-0.6630241099955692,15293725.222575689,15293725.222575689,579976194.9159402,579976194.9159402,1.0,37.92249347201647,18.242409218054007,2.687304390554036,4.946417622859297,965518.9995420784,695173.6796702964,2.7449623863332127,1.8124603228298342,52.2236475399818,2.3541428254452863,-0.39081956088792635,0.02685418939398023,0.02685418939398023,6.383713375974791,16.820748851995475,3548297603.0840626,15.5335889695859,1021805.204822629,905306.1530904935,10.12857936697319,16.45682187135305,10.193117453319621,13.392114790054677,0.07698064872513648,-2.53049439860783,,,32.67455313304683,32.971465215553465,-2.215846236355333,-2.215846236355333,-2.215846236355333,1.0890458190358614,-0.6630241099955692,-4.5810493137255826,-2.53049439860783,,,34.02652399034985,,2.9906856556764194,4.3928527204324315,5.218916349989337,0.11381702684653264,0.3838032270189412,0.04495898700195906,0.9550410078548729,0.04495899214512711,4.896597660798174,38.78183940099436,-2.215846236355333,1.0,0.5576076662474957,-0.0005903952491507851,0.524,0.688,18.242409218054007,3.3168016760098196,0.13851265272418622,0.13851265272418622,0.03142443053940158,0.04061587398828331,0.23174310939255308,1
