trade_date,ts_code,industry,open,high,low,close,pre_close,change,pct_chg,volume,vol,amount,turnover,adj_factor,adj_close,pe_ttm,pb,turnover_rate,total_mv,circ_mv,cpi_yoy,ppi_yoy,pmi,lpr_1y,real_rate_proxy,market_ret,benchmark_return,csi500_ret_20d,market_volatility,market_turnover,market_liquidity_change,north_net_flow,main_net_inflow,roe_growth,revenue_growth,profit_ratio,debt_ratio,goodwill_risk,momentum_5d,momentum_10d,momentum_20d,rsi_6,rsi_14,price_vs_ma20,bias_20d,bias_60d,volume_ratio,ret_1d,ret_3d,ret_5d,ret_10d,ret_20d,volatility_20d,volatility_60d,amplitude,amplitude_20d_avg,turnover_20d_avg,clv_20d_avg,upside_volume_ratio_20d,winner_rate,trapped_ratio,chip_support,dist_to_resistance,asr,avg_cost_deviation,cost_pressure,chip_concentration_change,vol_price_divergence,pe_rank,pb_rank,fd_share,index_close,index_pe,index_pb,unit_nav,accum_nav,adj_nav,premium_rate,premium_abs,premium_positive_freq,_share_change,fund_flow_daily,fund_flow_5d,fund_flow_20d,share_growth_20d,share_outflow_rate,share_change_volatility,nav_growth_rate,nav_max_drawdown_60d,excess_return_20d,tracking_error_20d,alpha_60d,weighted_avg_cost,index_pe_rank,index_pb_rank,fwd_return_5d,fwd_ret_5d,daily_return,market_ret_5d,max_dd_10d,crash_label
2024-10-15,ETF.CN0001,Consumer Staples,1.39523255854373,1.4047940814083681,1.391420674270013,1.3996974781771376,1.3996974781771376,0.0,0.0,3140038.8259732593,3140038.8259732593,4395104.426093071,4395104.426093071,1.0,1.3996974781771376,20.14221143758879,3.0186527390176066,3.360814708286675,11635.870905072537,8377.827051652226,2.250235164094188,0.24546829577649112,49.95624683938815,2.2,-0.05023516409418782,0.0,0.0,0.0,26.963089149956524,3370091990.3360324,0.0,2119.7844628827647,-1885.357883350068,21.517474581813644,11.443739871257154,20.918926348919015,64.35845643481761,0.10876878038306127,,,,50.0,50.0,,,,,,,,,,,,0.9554498273278055,,,,,,,,,,,0.0,,,0.61,0.84,100000000.0,1.3996974781771376,18.53083452258169,2.777160519896198,1.3996974781771376,1.3996974781771376,1.3996974781771376,0.0,0.0,,0.0,0.0,,,,-0.0,,,-0.0,,0.4,,,0.61,0.84,0.012987181662297287,0.012987181662297287,-0.00909434333670367,0.0,0.024400058437540197,0
2024-10-16,ETF.CN0001,Consumer Staples,1.4087596612667008,1.4234251576947317,1.3768022046121526,1.3869681487430765,1.3996974781771376,-0.012729329434061132,-0.909434333670367,3224603.981393649,3224603.981393649,4472423.014503103,4472423.014503103,1.0,1.3869681487430765,20.803819724328104,3.0222943024925626,3.605329931072296,11530.050300040246,8301.636216028977,2.1963855312737017,-0.0270025606753741,50.825449388419365,2.2205184537802976,0.024132922506595822,-0.005426923983195911,-0.005426923983195911,0.0,26.963089149956524,3666243469.5536013,8.787637846883811,2901.099584026804,-2262.021304575013,21.439040077539442,7.638605750087112,20.250144578763358,64.35845643481761,0.10876878038306127,,,,50.0,50.0,,,,,-0.909434333670367,,,,,,,3.3615013527765956,,,,,,,,,,,0.0,,,0.655,0.85,99987270.67056593,1.3879889725464551,19.139514146381856,2.7805107582931576,1.3879889725464551,1.3996974781771376,1.3879889725464551,-0.07354696784843592,0.07354696784843592,,-12729.329434061132,-0.01765517447990052,,,,0.9999999999992143,,,-0.0,,0.4,,,0.655,0.85,0.048156728168842644,0.048156728168842644,0.010487687754885844,-0.005426923983195911,0.015446188038098314,0
2024-10-17,ETF.CN0001,Consumer Staples,1.3917172600453527,1.425338391904608,1.3847862091519587,1.401514237613066,1.3869681487430765,0.014546088869989537,1.0487687754885844,4078061.5838571456,4078061.5838571456,5715461.37163868,5715461.37163868,1.0,1.401514237613066,22.722548725572835,2.9417241347189695,3.6427921103869823,11650.973867385199,8388.701184517342,2.3142166108311772,0.3779140603069181,50.344633027703374,2.2407694181366375,-0.0734471926945397,0.0014386758305635068,0.0014386758305635068,0.0,26.963089149956524,3523301302.6006536,-3.898872732812586,6278.5904608214005,-6695.059606635478,17.50324792994007,7.747986203220485,18.8881467063972,64.35845643481761,0.10876878038306127,,,,53.33033836085217,50.0,,,,,1.0487687754885844,,,,,,,2.89345492641689,,,,,,,,,,,0.0,,,0.72,0.85,100001816.75943592,1.4003379134255387,20.904744827527008,2.706386203941452,1.4003379134255387,1.4003379134255387,1.4003379134255387,0.0840028807510923,0.0840028807510923,,14546.088869989537,0.020386550652875292,0.0027313761729747706,,,-0.0,,,-0.0,,0.4,,,0.72,0.85,0.05473623871339228,0.05473623871339228,-0.009178405570747894,-0.003988248152632405,0.025664712304020672,0
2024-10-18,ETF.CN0001,Consumer Staples,1.3996727196676877,1.4176099960548378,1.3708377024031124,1.3886505715270758,1.401514237613066,-0.01286366608599021,-0.9178405570747894,4174570.5991714667,4174570.5991714667,5797019.848419584,5797019.848419584,1.0,1.3886505715270758,22.433578642938343,2.64959151145424,3.607590071812994,11544.036503936151,8311.70628283403,2.257418953893479,1.0741578143195953,50.597331758310474,2.2604888907787775,0.003069936885298663,0.001086814289018058,0.001086814289018058,0.0,26.963089149956524,3333108728.492258,-5.398135378544233,-4981.210466545285,-4027.8893534037306,18.350194222248092,8.233673540346071,20.546600557011026,64.35845643481761,0.10876878038306127,,,,36.23917833543634,50.0,,,,,-0.9178405570747894,-0.78923530422077,,,,,,3.3681830844091114,,,,,,,,,,,0.0,,,0.72,0.765,99988953.09334993,1.3896815252535932,20.638892351503277,2.4376241905379006,1.3896815252535932,1.4003379134255387,1.3896815252535932,-0.07418633030536728,0.07418633030536728,,-12863.666085990211,-0.01786313726224377,-0.015131761089268999,,,0.9999999999992225,,,-0.0,,0.4,,,0.72,0.765,0.029169618197914637,0.029169618197914637,0.007102842831479883,-0.0029014338636143464,0.016639026466484613,0
2024-10-21,ETF.CN0001,Consumer Staples,1.379367912017598,1.414817418207995,1.3655447779147378,1.3985139382844773,1.3886505715270758,0.009863366757401515,0.7102842831479883,3294365.5084274635,3294365.5084274635,4607216.081339437,4607216.081339437,1.0,1.3985139382844773,21.971113216481207,2.7964881005279905,3.5517854175561645,11626.031980864476,8370.743026222422,2.4161511114553633,0.7760133007434066,51.210229583996885,2.27941979822378,-0.1367313132315835,0.010475322091178144,0.010475322091178144,0.7573888227563796,9.083287204065158,3669237533.9408226,10.084543674655745,7373.711001700171,2584.839544060392,16.455864612828236,8.870945917269726,19.276829948634482,64.35845643481761,0.10876878038306127,,,,48.81646931103482,50.0,0.2469457567920988,0.2469457567920988,,0.9196157963989773,0.7102842831479883,0.8324480668041367,,,,,,3.5232141020845744,2.8203606586029957,3.5536624478230223,-0.08023535053331331,0.41159976903115403,,,,,1.3950688748689666,0.2469457567920988,0.0,0.11260060844660719,-0.0005709563643117436,0.68,0.795,99998816.46010734,1.397701753158263,20.213424159162713,2.5727690524857514,1.397701753158263,1.4003379134255387,1.397701753158263,0.05810861468687569,0.05810861468687569,0.4,9863.366757401514,0.013794055888637788,-0.001337705200631211,-0.001337705200631211,,-0.0,0.012610553961680796,,-0.0,,0.4,,1.3950688748689666,0.68,0.795,0.024546566733385955,0.024546566733385955,0.013844456450506915,0.007573888227563797,0.014090731184584643,0
2024-10-22,ETF.CN0001,Consumer Staples,1.3928671882440982,1.4442243771873826,1.378807854322216,1.4178756035984836,1.3985139382844773,0.019361665314006293,1.3844456450506915,3713676.2409095946,3713676.2409095946,5265530.941649039,5265530.941649039,1.0,1.4178756035984836,22.519655380920085,2.7689218501167683,3.7330439312234587,11786.988074315756,8486.631413507344,2.5583785514311406,1.1897202770937603,51.65588405050753,2.297315347142008,-0.26106320428913277,0.03107512555818225,0.03107512555818225,3.8649013785746047,20.80881630479768,3333084637.690985,-9.161382797935236,-12573.63164767511,1947.2771529506836,17.21006033565155,6.486099644539782,22.106469327999417,64.35845643481761,0.10876878038306127,1.2987181662297287,,,63.10335273096555,50.0,1.3586399871809811,1.3586399871809811,,1.0303690675900385,1.3844456450506915,1.167406334257648,1.2987181662297287,,,17.469393775113012,,4.613699727898795,3.119250503485629,3.583559361723095,-0.03445768727852173,0.5126446685900098,,,,,1.3988699963238862,1.3586399871809811,0.0,0.1245233728362956,0.0004204432336927896,0.7,0.79,100018178.12542135,1.4163484569788811,20.71808295044648,2.547408102107427,1.4163484569788811,1.4163484569788811,1.4163484569788811,0.10782280392072895,0.10782280392072895,0.5,19361.66531400629,0.027452432893768496,0.026114727693137284,0.026114727693137284,,-0.0,0.013828842911176047,,-0.0,,110.44683686668773,,1.3988699963238862,0.7,0.79,0.003179310566902016,0.003179310566902016,0.025308562451729744,0.03864901378574605,0.022824346485542005,0
2024-10-23,ETF.CN0001,Consumer Staples,1.4055941666961214,1.5042998579916138,1.3855135195485548,1.4537599968609398,1.4178756035984836,0.03588439326245618,2.5308562451729744,5422402.111943499,5422402.111943499,7882871.277237735,7882871.277237735,1.0,1.4537599968609398,22.018793076254603,2.946250222504349,4.041273819753597,12085.299798112368,8701.415854640905,2.7873492600713945,1.0841876047421004,51.54542737389909,2.313942241685597,-0.4734070183857977,0.012870334788345783,0.012870334788345783,5.1519348574091826,19.38344111336865,3433289754.3429217,3.006377801475635,6684.33436597729,-3982.19817321746,22.98849435748044,7.615452734004431,18.485903708132742,64.35845643481761,0.10876878038306127,4.815672816884264,,,75.68322725221942,75.68322006131694,3.344578761445739,3.344578761445739,,1.4033277627496603,2.5308562451729744,4.688683148148942,4.815672816884264,,,21.45018350051666,,8.170973111074092,3.8409251617125517,3.648947141441738,-0.008240484465383172,0.61034742100311,,,,,1.4067114249720365,3.344578761445739,0.0,0.20700400352290077,0.010207645872066216,0.685,0.85,100054062.5186838,1.4512648334720368,20.257289630154236,2.7105502047040013,1.4512648334720368,1.4512648334720368,1.4512648334720368,0.1719302591335873,0.1719302591335873,0.5714285714285714,35884.393262456186,0.052167295436585034,0.09593719760962284,0.07828202312972232,,-0.0,0.017707868499832063,,-0.0,,135.52345504539997,,1.4067114249720365,0.685,0.85,-0.030202240130309144,-0.030202240130309144,0.016830741439553876,0.05694627255728774,0.04547491281264202,0
2024-10-24,ETF.CN0001,Consumer Staples,1.4827221104604533,1.4971015361127242,1.445873723962053,1.4782278554832728,1.4537599968609398,0.024467858622333027,1.6830741439553876,3556461.2445213534,3556461.2445213534,5257260.0785981715,5257260.0785981715,1.0,1.4782278554832728,22.712277382240654,2.9622493984885625,3.813334735338057,12288.704354233889,8847.8671350484,2.970964526609139,1.3323871399065537,52.142491459233554,2.3290837248566136,-0.6418808017525253,0.01920575923790459,0.01920575923790459,7.072510781199642,19.13755333727862,3143603322.3694587,-8.437575989822177,-6173.921555524155,-3398.924158006929,25.368228694480834,3.9024572990492397,21.973408055130392,64.35845643481761,0.10876878038306127,5.473623871339228,,,89.00414985446633,80.26998438028572,4.420360469708523,4.420360469708523,,0.9296667927955985,1.6830741439553876,5.699901518077,5.473623871339228,,,20.55492330572996,,3.465488216897626,3.7939955436106865,3.669495590678778,0.02568296526418311,0.6556283039306817,,,,,1.4156509787859413,4.420360469708523,0.0,0.20026743396400795,-0.0011837600250718496,0.725,0.86,100078530.37730613,1.47635016936296,20.8952951916614,2.725269446609478,1.47635016936296,1.47635016936296,1.47635016936296,0.12718433331593407,0.12718433331593407,0.625,24467.858622333028,0.03616907017955926,0.1117197171363068,0.11445109330928158,,-0.0,0.017430460969830718,,-0.0,,129.88384591658846,,1.4156509787859413,0.725,0.86,-0.032594505228359494,-0.032594505228359494,-0.033195746374562685,0.07471335596462883,0.06127436131994602,0
2024-10-25,ETF.CN0001,Consumer Staples,1.4476012583867892,1.489430255719975,1.3919372002480856,1.4291569785088365,1.4782278554832728,-0.04907087697443635,-3.3195746374562685,5019618.953442941,5019618.953442941,7173823.456768203,7173823.456768203,1.0,1.4291569785088365,20.245158087029758,2.9290893919956713,4.25333272963215,11880.771641218758,8554.155581677505,2.5422662918432377,1.3394552470246595,52.06402650386459,2.34254240426601,-0.1997238875772278,-0.0255273339838484,-0.0255273339838484,4.519777382814802,25.518411254619718,3237142202.1653304,2.975530631688228,-5762.159585677456,-7062.881902368631,17.210465612946226,9.044027018863368,17.24472558553002,64.35845643481761,0.10876878038306127,2.9169618197914637,,,59.122281241450565,58.238673695443886,0.8471452607832997,0.8471452607832997,,1.26815701262054,-3.3195746374562685,0.7956533620947726,2.9169618197914637,,,29.902236591396886,,6.821717763545634,4.130409123603458,3.7343663838958197,-0.003444362584813574,0.5632461226748811,,,,,1.4171516454218185,0.8471452607832997,0.0,0.27012523536627486,-0.008901672179511847,0.62,0.84,100029459.5003317,1.4320311744684193,18.625545440067377,2.6947622406360177,1.4320311744684193,1.47635016936296,1.4320311744684193,-0.20070763896950866,0.20070763896950866,0.5555555555555556,-49070.87697443635,-0.07012998626956429,0.059452868128986286,0.044321107039717283,,0.9999999999997963,0.02551750905138562,,-0.0,,188.76638491774256,,1.4171516454218185,0.62,0.84,0.009744839976281838,0.009744839976281838,0.0025789157837348142,0.04809920769176236,0.03542428461735283,0
2024-10-28,ETF.CN0001,Consumer Staples,1.4237345895526738,1.4449120797554853,1.4164753302502342,1.4328426539981476,1.4291569785088365,0.003685675489311091,0.2578915783734814,3580314.552318525,3580314.552318525,5130027.405292265,5130027.405292265,1.0,1.4328426539981476,21.22269299753537,2.982032581206378,3.4301527730659442,11911.411150727245,8576.216028523617,2.835490008726674,1.4325797384198524,52.09390297050226,2.3541428254452863,-0.4813471832813878,9.643576188848955e-05,9.643576188848955e-05,4.529420959003651,24.18571273707125,3040343623.1178484,-6.079392462766786,7600.89498679291,4741.111086454775,11.761275201033694,9.193476843637995,19.083563852720133,64.35845643481761,0.10876878038306127,2.4546566733385955,,,65.52406825872553,59.082185320843934,0.9953972729439918,0.9953972729439918,0.9953972729439918,0.9132497137085175,0.2578915783734814,-1.4388443008445995,2.4546566733385955,,,27.97115112994341,,1.9846386779387337,3.915832079036986,3.7039450228128317,0.012013959983993183,0.603132658017706,0.5026807762911361,0.49731911413149116,0.5026808858685088,3.1674937480737464,1.4187207462794516,0.9953972729439918,0.0,0.2722401862665921,-0.00022372168256061813,0.665,0.86,100033145.175821,1.4325355444065013,19.52487755773254,2.7434699747098676,1.4325355444065013,1.47635016936296,1.4325355444065013,0.02143818300672117,0.02143818300672117,0.6,3685.675489311091,0.005280993049880425,0.050939805290228915,0.04960210008959771,,-0.0,0.02405849170980834,,-0.0,,176.6016899381752,,1.4187207462794516,0.665,0.86,-0.0028755121813740514,-0.0028755121813740514,-0.007299603680422151,0.03772032136247271,0.04086106148204187,0
